,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1553,3,Unidade da Federação,23,Mil dúzias,41309,42,Santa Catarina,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1554,3,Unidade da Federação,23,Mil dúzias,19384,42,Santa Catarina,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1555,3,Unidade da Federação,24,Cabeças,8242999,42,Santa Catarina,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1556,3,Unidade da Federação,23,Mil dúzias,42374,42,Santa Catarina,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1557,3,Unidade da Federação,23,Mil dúzias,18892,42,Santa Catarina,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1558,3,Unidade da Federação,24,Cabeças,8872331,42,Santa Catarina,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1559,3,Unidade da Federação,23,Mil dúzias,46240,42,Santa Catarina,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1560,3,Unidade da Federação,23,Mil dúzias,19781,42,Santa Catarina,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1561,3,Unidade da Federação,24,Cabeças,8881056,42,Santa Catarina,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1562,3,Unidade da Federação,23,Mil dúzias,44253,42,Santa Catarina,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1563,3,Unidade da Federação,23,Mil dúzias,18681,42,Santa Catarina,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1564,3,Unidade da Federação,24,Cabeças,8929767,42,Santa Catarina,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1565,3,Unidade da Federação,23,Mil dúzias,45738,42,Santa Catarina,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1566,3,Unidade da Federação,23,Mil dúzias,21048,42,Santa Catarina,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1567,3,Unidade da Federação,24,Cabeças,8923901,42,Santa Catarina,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1568,3,Unidade da Federação,23,Mil dúzias,47569,42,Santa Catarina,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1569,3,Unidade da Federação,23,Mil dúzias,22390,42,Santa Catarina,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1570,3,Unidade da Federação,24,Cabeças,8918871,42,Santa Catarina,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1571,3,Unidade da Federação,23,Mil dúzias,47670,42,Santa Catarina,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1572,3,Unidade da Federação,23,Mil dúzias,20770,42,Santa Catarina,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1573,3,Unidade da Federação,24,Cabeças,9208970,42,Santa Catarina,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1574,3,Unidade da Federação,23,Mil dúzias,47251,42,Santa Catarina,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1575,3,Unidade da Federação,23,Mil dúzias,21862,42,Santa Catarina,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1576,3,Unidade da Federação,24,Cabeças,11156057,43,Rio Grande do Sul,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1577,3,Unidade da Federação,23,Mil dúzias,57695,43,Rio Grande do Sul,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1578,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1579,3,Unidade da Federação,24,Cabeças,11766236,43,Rio Grande do Sul,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1580,3,Unidade da Federação,23,Mil dúzias,60521,43,Rio Grande do Sul,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1581,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1582,3,Unidade da Federação,24,Cabeças,11748600,43,Rio Grande do Sul,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1583,3,Unidade da Federação,23,Mil dúzias,63319,43,Rio Grande do Sul,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1584,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1585,3,Unidade da Federação,24,Cabeças,11590106,43,Rio Grande do Sul,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1586,3,Unidade da Federação,23,Mil dúzias,61720,43,Rio Grande do Sul,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1587,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1588,3,Unidade da Federação,24,Cabeças,11654709,43,Rio Grande do Sul,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1589,3,Unidade da Federação,23,Mil dúzias,60319,43,Rio Grande do Sul,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1590,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1591,3,Unidade da Federação,24,Cabeças,11406150,43,Rio Grande do Sul,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1592,3,Unidade da Federação,23,Mil dúzias,59431,43,Rio Grande do Sul,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1593,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1594,3,Unidade da Federação,24,Cabeças,11022858,43,Rio Grande do Sul,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1595,3,Unidade da Federação,23,Mil dúzias,59619,43,Rio Grande do Sul,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1596,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1597,3,Unidade da Federação,24,Cabeças,11567592,43,Rio Grande do Sul,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1598,3,Unidade da Federação,23,Mil dúzias,62513,43,Rio Grande do Sul,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1599,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1600,3,Unidade da Federação,24,Cabeças,11672801,43,Rio Grande do Sul,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1601,3,Unidade da Federação,23,Mil dúzias,62394,43,Rio Grande do Sul,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1602,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1603,3,Unidade da Federação,24,Cabeças,12934476,43,Rio Grande do Sul,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1604,3,Unidade da Federação,23,Mil dúzias,65440,43,Rio Grande do Sul,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1605,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1606,3,Unidade da Federação,24,Cabeças,12830788,43,Rio Grande do Sul,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1607,3,Unidade da Federação,23,Mil dúzias,67892,43,Rio Grande do Sul,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1608,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1609,3,Unidade da Federação,24,Cabeças,12551001,43,Rio Grande do Sul,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1610,3,Unidade da Federação,23,Mil dúzias,65599,43,Rio Grande do Sul,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1611,3,Unidade da Federação,,,...,43,Rio Grande do Sul,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1612,3,Unidade da Federação,24,Cabeças,12524042,43,Rio Grande do Sul,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1613,3,Unidade da Federação,23,Mil dúzias,64362,43,Rio Grande do Sul,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1614,3,Unidade da Federação,23,Mil dúzias,38518,43,Rio Grande do Sul,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1615,3,Unidade da Federação,24,Cabeças,12756828,43,Rio Grande do Sul,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1616,3,Unidade da Federação,23,Mil dúzias,65731,43,Rio Grande do Sul,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1617,3,Unidade da Federação,23,Mil dúzias,39006,43,Rio Grande do Sul,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1618,3,Unidade da Federação,24,Cabeças,13061140,43,Rio Grande do Sul,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1619,3,Unidade da Federação,23,Mil dúzias,68625,43,Rio Grande do Sul,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1620,3,Unidade da Federação,23,Mil dúzias,41429,43,Rio Grande do Sul,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1621,3,Unidade da Federação,24,Cabeças,12865934,43,Rio Grande do Sul,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1622,3,Unidade da Federação,23,Mil dúzias,69166,43,Rio Grande do Sul,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1623,3,Unidade da Federação,23,Mil dúzias,43572,43,Rio Grande do Sul,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1624,3,Unidade da Federação,24,Cabeças,12568548,43,Rio Grande do Sul,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1625,3,Unidade da Federação,23,Mil dúzias,67192,43,Rio Grande do Sul,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1626,3,Unidade da Federação,23,Mil dúzias,42940,43,Rio Grande do Sul,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1627,3,Unidade da Federação,24,Cabeças,11873369,43,Rio Grande do Sul,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1628,3,Unidade da Federação,23,Mil dúzias,63020,43,Rio Grande do Sul,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1629,3,Unidade da Federação,23,Mil dúzias,41924,43,Rio Grande do Sul,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1630,3,Unidade da Federação,24,Cabeças,12658562,43,Rio Grande do Sul,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1631,3,Unidade da Federação,23,Mil dúzias,66848,43,Rio Grande do Sul,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1632,3,Unidade da Federação,23,Mil dúzias,42482,43,Rio Grande do Sul,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1633,3,Unidade da Federação,24,Cabeças,12179721,43,Rio Grande do Sul,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1634,3,Unidade da Federação,23,Mil dúzias,67125,43,Rio Grande do Sul,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1635,3,Unidade da Federação,23,Mil dúzias,42034,43,Rio Grande do Sul,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1636,3,Unidade da Federação,24,Cabeças,12632520,43,Rio Grande do Sul,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1637,3,Unidade da Federação,23,Mil dúzias,66612,43,Rio Grande do Sul,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1638,3,Unidade da Federação,23,Mil dúzias,42491,43,Rio Grande do Sul,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1639,3,Unidade da Federação,24,Cabeças,12697607,43,Rio Grande do Sul,202002,2º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1640,3,Unidade da Federação,23,Mil dúzias,67612,43,Rio Grande do Sul,202002,2º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1641,3,Unidade da Federação,23,Mil dúzias,42445,43,Rio Grande do Sul,202002,2º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1642,3,Unidade da Federação,24,Cabeças,12724019,43,Rio Grande do Sul,202003,3º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1643,3,Unidade da Federação,23,Mil dúzias,69476,43,Rio Grande do Sul,202003,3º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1644,3,Unidade da Federação,23,Mil dúzias,43971,43,Rio Grande do Sul,202003,3º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1645,3,Unidade da Federação,24,Cabeças,12352745,43,Rio Grande do Sul,202004,4º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1646,3,Unidade da Federação,23,Mil dúzias,66687,43,Rio Grande do Sul,202004,4º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1647,3,Unidade da Federação,23,Mil dúzias,40511,43,Rio Grande do Sul,202004,4º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1648,3,Unidade da Federação,24,Cabeças,12876262,43,Rio Grande do Sul,202101,1º trimestre 2021,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1649,3,Unidade da Federação,23,Mil dúzias,67611,43,Rio Grande do Sul,202101,1º trimestre 2021,29,Quantidade de ovos produzidos,115236,Total do trimestre
1650,3,Unidade da Federação,23,Mil dúzias,42829,43,Rio Grande do Sul,202101,1º trimestre 2021,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1651,3,Unidade da Federação,24,Cabeças,1868086,50,Mato Grosso do Sul,201501,1º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1652,3,Unidade da Federação,23,Mil dúzias,8885,50,Mato Grosso do Sul,201501,1º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1653,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201501,1º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1654,3,Unidade da Federação,24,Cabeças,1931975,50,Mato Grosso do Sul,201502,2º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1655,3,Unidade da Federação,23,Mil dúzias,8932,50,Mato Grosso do Sul,201502,2º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1656,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201502,2º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1657,3,Unidade da Federação,24,Cabeças,2044093,50,Mato Grosso do Sul,201503,3º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1658,3,Unidade da Federação,23,Mil dúzias,9880,50,Mato Grosso do Sul,201503,3º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1659,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201503,3º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1660,3,Unidade da Federação,24,Cabeças,1968632,50,Mato Grosso do Sul,201504,4º trimestre 2015,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1661,3,Unidade da Federação,23,Mil dúzias,9463,50,Mato Grosso do Sul,201504,4º trimestre 2015,29,Quantidade de ovos produzidos,115236,Total do trimestre
1662,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201504,4º trimestre 2015,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1663,3,Unidade da Federação,24,Cabeças,2042294,50,Mato Grosso do Sul,201601,1º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1664,3,Unidade da Federação,23,Mil dúzias,9796,50,Mato Grosso do Sul,201601,1º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1665,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201601,1º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1666,3,Unidade da Federação,24,Cabeças,1993287,50,Mato Grosso do Sul,201602,2º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1667,3,Unidade da Federação,23,Mil dúzias,9552,50,Mato Grosso do Sul,201602,2º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1668,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201602,2º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1669,3,Unidade da Federação,24,Cabeças,2115162,50,Mato Grosso do Sul,201603,3º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1670,3,Unidade da Federação,23,Mil dúzias,10188,50,Mato Grosso do Sul,201603,3º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1671,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201603,3º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1672,3,Unidade da Federação,24,Cabeças,2077197,50,Mato Grosso do Sul,201604,4º trimestre 2016,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1673,3,Unidade da Federação,23,Mil dúzias,10216,50,Mato Grosso do Sul,201604,4º trimestre 2016,29,Quantidade de ovos produzidos,115236,Total do trimestre
1674,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201604,4º trimestre 2016,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1675,3,Unidade da Federação,24,Cabeças,2085334,50,Mato Grosso do Sul,201701,1º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1676,3,Unidade da Federação,23,Mil dúzias,9970,50,Mato Grosso do Sul,201701,1º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1677,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201701,1º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1678,3,Unidade da Federação,24,Cabeças,2107211,50,Mato Grosso do Sul,201702,2º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1679,3,Unidade da Federação,23,Mil dúzias,10423,50,Mato Grosso do Sul,201702,2º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1680,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201702,2º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1681,3,Unidade da Federação,24,Cabeças,2104488,50,Mato Grosso do Sul,201703,3º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1682,3,Unidade da Federação,23,Mil dúzias,10311,50,Mato Grosso do Sul,201703,3º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1683,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201703,3º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1684,3,Unidade da Federação,24,Cabeças,2212632,50,Mato Grosso do Sul,201704,4º trimestre 2017,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1685,3,Unidade da Federação,23,Mil dúzias,10814,50,Mato Grosso do Sul,201704,4º trimestre 2017,29,Quantidade de ovos produzidos,115236,Total do trimestre
1686,3,Unidade da Federação,,,...,50,Mato Grosso do Sul,201704,4º trimestre 2017,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1687,3,Unidade da Federação,24,Cabeças,2249618,50,Mato Grosso do Sul,201801,1º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1688,3,Unidade da Federação,23,Mil dúzias,11139,50,Mato Grosso do Sul,201801,1º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1689,3,Unidade da Federação,23,Mil dúzias,7612,50,Mato Grosso do Sul,201801,1º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1690,3,Unidade da Federação,24,Cabeças,2233333,50,Mato Grosso do Sul,201802,2º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1691,3,Unidade da Federação,23,Mil dúzias,11472,50,Mato Grosso do Sul,201802,2º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1692,3,Unidade da Federação,23,Mil dúzias,8016,50,Mato Grosso do Sul,201802,2º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1693,3,Unidade da Federação,24,Cabeças,2331249,50,Mato Grosso do Sul,201803,3º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1694,3,Unidade da Federação,23,Mil dúzias,11804,50,Mato Grosso do Sul,201803,3º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1695,3,Unidade da Federação,23,Mil dúzias,8077,50,Mato Grosso do Sul,201803,3º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1696,3,Unidade da Federação,24,Cabeças,2307651,50,Mato Grosso do Sul,201804,4º trimestre 2018,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1697,3,Unidade da Federação,23,Mil dúzias,11332,50,Mato Grosso do Sul,201804,4º trimestre 2018,29,Quantidade de ovos produzidos,115236,Total do trimestre
1698,3,Unidade da Federação,23,Mil dúzias,7863,50,Mato Grosso do Sul,201804,4º trimestre 2018,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1699,3,Unidade da Federação,24,Cabeças,2268537,50,Mato Grosso do Sul,201901,1º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1700,3,Unidade da Federação,23,Mil dúzias,12418,50,Mato Grosso do Sul,201901,1º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1701,3,Unidade da Federação,23,Mil dúzias,7870,50,Mato Grosso do Sul,201901,1º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1702,3,Unidade da Federação,24,Cabeças,2087499,50,Mato Grosso do Sul,201902,2º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1703,3,Unidade da Federação,23,Mil dúzias,11520,50,Mato Grosso do Sul,201902,2º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1704,3,Unidade da Federação,23,Mil dúzias,8154,50,Mato Grosso do Sul,201902,2º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1705,3,Unidade da Federação,24,Cabeças,2214397,50,Mato Grosso do Sul,201903,3º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1706,3,Unidade da Federação,23,Mil dúzias,11934,50,Mato Grosso do Sul,201903,3º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1707,3,Unidade da Federação,23,Mil dúzias,8300,50,Mato Grosso do Sul,201903,3º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1708,3,Unidade da Federação,24,Cabeças,2298371,50,Mato Grosso do Sul,201904,4º trimestre 2019,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1709,3,Unidade da Federação,23,Mil dúzias,11637,50,Mato Grosso do Sul,201904,4º trimestre 2019,29,Quantidade de ovos produzidos,115236,Total do trimestre
1710,3,Unidade da Federação,23,Mil dúzias,8364,50,Mato Grosso do Sul,201904,4º trimestre 2019,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
1711,3,Unidade da Federação,24,Cabeças,2517356,50,Mato Grosso do Sul,202001,1º trimestre 2020,1988,Número de cabeças de galinhas poedeiras nos estabelecimentos agropecuários,115236,Total do trimestre
1712,3,Unidade da Federação,23,Mil dúzias,13281,50,Mato Grosso do Sul,202001,1º trimestre 2020,29,Quantidade de ovos produzidos,115236,Total do trimestre
1713,3,Unidade da Federação,23,Mil dúzias,9667,50,Mato Grosso do Sul,202001,1º trimestre 2020,9588,Quantidade de ovos produzidos para consumo,115236,Total do trimestre
